"lang"
{
"Language"	"spanish"
"DOTA_Item_Skull_Trophy_Cap"	"Calavera de Trofeo"
"[english]DOTA_Item_Skull_Trophy_Cap"	"Skull Trophy Cap"
"DOTA_Item_Soulhook_Bracer"	"Brazalete del Gancho Espiritual"
"[english]DOTA_Item_Soulhook_Bracer"	"Soulhook Bracer"
"DOTA_Item_Spines_of_the_Dreadful_Abyss"	"Espinas del Abismo Temible"
"[english]DOTA_Item_Spines_of_the_Dreadful_Abyss"	"Spines of the Dreadful Abyss"
"DOTA_Item_Sword_of_Impending_Transgressions"	"Espada de la Transgresión Inminente"
"[english]DOTA_Item_Sword_of_Impending_Transgressions"	"Sword of Impending Transgressions"
"DOTA_Item_Tail_of_Impending_Transgressions"	"Cola de la Transgresión Inminente"
"[english]DOTA_Item_Tail_of_Impending_Transgressions"	"Tail of Impending Transgressions"
"DOTA_Item_Tassets_of_Impending_Transgressions"	"Escarcela de la Transgersión Inminente"
"[english]DOTA_Item_Tassets_of_Impending_Transgressions"	"Tassets of Impending Transgressions"
"DOTA_Item_Tendrils_of_the_Dreadful_Abyss"	"Cresta del Abismo Temible"
"[english]DOTA_Item_Tendrils_of_the_Dreadful_Abyss"	"Tendrils of the Dreadful Abyss"
"DOTA_Item_The_Nomad_Protector_Set"	"Set El Protector Nómada"
"[english]DOTA_Item_The_Nomad_Protector_Set"	"The Nomad Protector Set"
"DOTA_Item_Thrashers_of_the_Dreadful_Abyss"	"Azotadores del Abismo Temible"
"[english]DOTA_Item_Thrashers_of_the_Dreadful_Abyss"	"Thrashers of the Dreadful Abyss"
"DOTA_Item_Tinkers_Cape"	"Capa de Tinker"
"[english]DOTA_Item_Tinkers_Cape"	"Tinker's Cape"
"DOTA_Item_Tinkers_Head"	"Cabeza de Tinker"
"[english]DOTA_Item_Tinkers_Head"	"Tinker's Head"
"DOTA_Item_Tinkers_Helmet"	"Casco de Tinker"
"[english]DOTA_Item_Tinkers_Helmet"	"Tinker's Helmet"
"DOTA_Item_Tinkers_Left_Arm"	"Brazo Izquierdo de Tinker"
"[english]DOTA_Item_Tinkers_Left_Arm"	"Tinker's Left Arm"
"DOTA_Item_Tinkers_Right_Arm"	"Brazo Derecho de Tinker"
"[english]DOTA_Item_Tinkers_Right_Arm"	"Tinker's Right Arm"
"DOTA_Item_Tinkers_Shoulders"	"Hombros de Tinker"
"[english]DOTA_Item_Tinkers_Shoulders"	"Tinker's Shoulders"
"DOTA_Item_Wicked_Peacemaker"	"Pacificador Perverso"
"[english]DOTA_Item_Wicked_Peacemaker"	"Wicked Peacemaker"
"DOTA_Item_Wings_of_Impending_Transgressions"	"Alas de la Transgresión Inminente"
"[english]DOTA_Item_Wings_of_Impending_Transgressions"	"Wings of Impending Transgressions"
"DOTA_Item_Wraps_of_the_Blood_Covenant"	"Envolturas del Pacto Sangriento"
"[english]DOTA_Item_Wraps_of_the_Blood_Covenant"	"Wraps of the Blood Covenant"
"DOTA_Item_Wrath_of_the_Blood_Covenant_Set"	"Set Ira del Pacto Sangriento"
"[english]DOTA_Item_Wrath_of_the_Blood_Covenant_Set"	"Wrath of the Blood Covenant Set"
"DOTA_Set_Flamestitched_Suitings"	"Ropajes Tejidos en Llamas"
"[english]DOTA_Set_Flamestitched_Suitings"	"Flamestitched Suitings"
"DOTA_Set_Impending_Transgressions"	"Transgresión Inminente"
"[english]DOTA_Set_Impending_Transgressions"	"Impending Transgressions"
"DOTA_Set_Luminary_of_the_Dreadful_Abyss"	"Luminosidades del Abismo Temible"
"[english]DOTA_Set_Luminary_of_the_Dreadful_Abyss"	"Luminary of the Dreadful Abyss"
"DOTA_Set_Nomadic_Protector"	"Protector Nómada"
"[english]DOTA_Set_Nomadic_Protector"	"Nomadic Protector"
"DOTA_Set_Red_Mist_Reaper"	"Segador de la Niebla Roja"
"[english]DOTA_Set_Red_Mist_Reaper"	"Red Mist Reaper"
"DOTA_Set_The_Aqwanderer"	"El Vaquabundo"
"[english]DOTA_Set_The_Aqwanderer"	"The Aqwanderer"
"DOTA_Set_Tools_of_the_Lost_Hills"	"Instrumentos de las Colinas Perdidas"
"[english]DOTA_Set_Tools_of_the_Lost_Hills"	"Tools of the Lost Hills"
"DOTA_Set_Wrath_of_the_Blood_Covenant"	"Ira del Pacto Sangriento"
"[english]DOTA_Set_Wrath_of_the_Blood_Covenant"	"Wrath of the Blood Covenant"
"DOTA_WearableType_Arm"	"Brazo"
"[english]DOTA_WearableType_Arm"	"Arm"
"DOTA_WearableType_Bandanna"	"Bandana"
"[english]DOTA_WearableType_Bandanna"	"Bandanna"
"DOTA_WearableType_Breastplate"	"Pechera"
"[english]DOTA_WearableType_Breastplate"	"Breastplate"
"DOTA_WearableType_Cauldron"	"Caldero"
"[english]DOTA_WearableType_Cauldron"	"Cauldron"
"DOTA_WearableType_Cowl"	"Capucha"
"[english]DOTA_WearableType_Cowl"	"Cowl"
"DOTA_WearableType_Dorsal_Fin"	"Aleta Dorsal"
"[english]DOTA_WearableType_Dorsal_Fin"	"Dorsal Fin"
"DOTA_WearableType_Dye"	"Tinte"
"[english]DOTA_WearableType_Dye"	"Dye"
"DOTA_WearableType_Fish_Courier"	"Pez Mensajero"
"[english]DOTA_WearableType_Fish_Courier"	"Fish Courier"
"DOTA_WearableType_Ghosts"	"Fantasmas"
"[english]DOTA_WearableType_Ghosts"	"Ghosts"
"DOTA_WearableType_Headwrap"	"Turbante"
"[english]DOTA_WearableType_Headwrap"	"Headwrap"
"DOTA_WearableType_Lure"	"Cebo"
"[english]DOTA_WearableType_Lure"	"Lure"
"DOTA_WearableType_Mandrill_Courier"	"Mandril Mensajero"
"[english]DOTA_WearableType_Mandrill_Courier"	"Mandrill Courier"
"DOTA_WearableType_Molotov"	"Molotov"
"[english]DOTA_WearableType_Molotov"	"Molotov"
"DOTA_WearableType_Passport_Fantasy_Team"	"Equipo Fantasía del Compendio"
"[english]DOTA_WearableType_Passport_Fantasy_Team"	"Compendium Fantasy Team"
"DOTA_WearableType_Relic_of_Prestige"	"Reliquia de Prestigio"
"[english]DOTA_WearableType_Relic_of_Prestige"	"Relic of Prestige"
"DOTA_WearableType_Tassets"	"Escarcela"
"[english]DOTA_WearableType_Tassets"	"Tassets"
"DOTA_WearableType_Tattoos"	"Tatuajes"
"[english]DOTA_WearableType_Tattoos"	"Tattoos"
"DOTA_WearableType_Fantasy_Team_Tool"	"Herramienta de Equipo Fantasía"
"[english]DOTA_WearableType_Fantasy_Team_Tool"	"Fantasy Team Tool"
"DOTA_Item_A_Bit_of_Boat"	"Un Trozo de Barco"
"[english]DOTA_Item_A_Bit_of_Boat"	"A Bit of Boat"
"DOTA_Item_Abaddons_Cowl_Down"	"Capucha de Abaddon"
"[english]DOTA_Item_Abaddons_Cowl_Down"	"Abaddon's Cowl Down"
"DOTA_Item_Abaddons_Gryphon"	"Grifo de Abaddon"
"[english]DOTA_Item_Abaddons_Gryphon"	"Abaddon's Gryphon"
"DOTA_Item_Abaddons_Raven_Shoulders"	"Hombros de Cuervo de Abaddon"
"[english]DOTA_Item_Abaddons_Raven_Shoulders"	"Abaddon's Raven Shoulders"
"DOTA_Item_Abaddons_Talon_Cape"	"Capa con Garras de Abaddon"
"[english]DOTA_Item_Abaddons_Talon_Cape"	"Abaddon's Talon Cape"
"DOTA_Item_Admirals_Prow"	"Proa del Almirante"
"[english]DOTA_Item_Admirals_Prow"	"Admiral's Prow"
"DOTA_Item_AetherWings"	"Alas Etéreas"
"[english]DOTA_Item_AetherWings"	"Aether-Wings"
"DOTA_Item_Aghanims_Basher"	"Porra de Aghanim"
"[english]DOTA_Item_Aghanims_Basher"	"Aghanim's Basher"
"DOTA_Item_Alpha_Predator_Set"	"Set Depredador Alfa"
"[english]DOTA_Item_Alpha_Predator_Set"	"Alpha Predator Set"
"DOTA_Item_Alphid_of_Lecaciida"	"Álfido de Lecaciida"
"[english]DOTA_Item_Alphid_of_Lecaciida"	"Alphid of Lecaciida"
"DOTA_Item_Arc_of_the_Northern_Wind"	"Arco del Viento del Norte"
"[english]DOTA_Item_Arc_of_the_Northern_Wind"	"Arc of the Northern Wind"
"DOTA_Item_Arctic_Bracers_of_the_North"	"Brazaletes Árticos del Norte"
"[english]DOTA_Item_Arctic_Bracers_of_the_North"	"Arctic Bracers of the North"
"DOTA_Item_Ataxia"	"Ataxia"
"[english]DOTA_Item_Ataxia"	"Ataxia"
"DOTA_Item_Autograph"	"Autógrafo"
"[english]DOTA_Item_Autograph"	"Autograph"
"DOTA_Item_Bardings_of_the_First_Light"	"Barda de la Primera Luz"
"[english]DOTA_Item_Bardings_of_the_First_Light"	"Bardings of the First Light"
"DOTA_Item_Batalha_Gamer"	"Batalha Gamer"
"[english]DOTA_Item_Batalha_Gamer"	"Batalha Gamer"
"DOTA_Item_Batalha_Gamer__ADMIN"	"ADMIN de Batalha Gamer"
"[english]DOTA_Item_Batalha_Gamer__ADMIN"	"Batalha Gamer - ADMIN"
"DOTA_Item_Belt_of_the_Eternal_Light"	"Cinturón de la Luz Eterna"
"[english]DOTA_Item_Belt_of_the_Eternal_Light"	"Belt of the Eternal Light"
"DOTA_Item_Bite_of_the_Slithereen_Knight__OffHand"	"Mordedura de la Caballería Slithereen - Secundaria"
"[english]DOTA_Item_Bite_of_the_Slithereen_Knight__OffHand"	"Bite of the Slithereen Knight - Off-Hand"
"DOTA_Item_Black_Boots_of_the_Voyager"	"Botas Negras del Navegante"
"[english]DOTA_Item_Black_Boots_of_the_Voyager"	"Black Boots of the Voyager"
"DOTA_Item_BladeBiter"	"MuerdeHojas"
"[english]DOTA_Item_BladeBiter"	"BladeBiter"
"DOTA_Item_Blade_of_Endless_Havoc"	"Hoja de la Devastación Interminable"
"[english]DOTA_Item_Blade_of_Endless_Havoc"	"Blade of Endless Havoc"
"DOTA_Item_Blades_of_the_Predator"	"Hojas del Depredador"
"[english]DOTA_Item_Blades_of_the_Predator"	"Blades of the Predator"
"DOTA_Item_Blotto_and_Stick"	"Blotto y Stick"
"[english]DOTA_Item_Blotto_and_Stick"	"Blotto and Stick"
"DOTA_Item_Blue_Stone_Shoulder_of_the_Voyager"	"Hombro de Piedra Azul del Navegante"
"[english]DOTA_Item_Blue_Stone_Shoulder_of_the_Voyager"	"Blue Stone Shoulder of the Voyager"
"DOTA_Item_Bonds_of_Vincere_Set"	"Set Lazos de Vincere"
"[english]DOTA_Item_Bonds_of_Vincere_Set"	"Bonds of Vincere Set"
"DOTA_Item_Braces_of_the_Atniw"	"Brazaletes de los Atniw"
"[english]DOTA_Item_Braces_of_the_Atniw"	"Braces of the Atniw"
"DOTA_Item_Breastplate_of_the_Slithereen_Knight"	"Pechera de la Caballería Slithereen"
"[english]DOTA_Item_Breastplate_of_the_Slithereen_Knight"	"Breastplate of the Slithereen Knight"
"DOTA_Item_Broken_Shackles"	"Cadenas Rotas"
"[english]DOTA_Item_Broken_Shackles"	"Broken Shackles"
"DOTA_Item_Button_Down_of_the_Voyager"	"Camisa del Navegante"
"[english]DOTA_Item_Button_Down_of_the_Voyager"	"Button Down of the Voyager"
"DOTA_Item_Cauldron_of_Xahryx"	"Caldero de Xahryx"
"[english]DOTA_Item_Cauldron_of_Xahryx"	"Cauldron of Xahryx"
"DOTA_Item_Chaos_Knights_Armlet_of_Mordiggian"	"Brazalete de Mordiggian de Chaos Knight"
"[english]DOTA_Item_Chaos_Knights_Armlet_of_Mordiggian"	"Chaos Knight's Armlet of Mordiggian"
"DOTA_Item_Chestpiece_of_the_Eternal_Light"	"Pechera de la Luz Eterna"
"[english]DOTA_Item_Chestpiece_of_the_Eternal_Light"	"Chestpiece of the Eternal Light"
"DOTA_Item_Circlet_of_the_Northern_Wind"	"Tiara del Viento del Norte"
"[english]DOTA_Item_Circlet_of_the_Northern_Wind"	"Circlet of the Northern Wind"
"DOTA_Item_Claddish_Voyagers_Chestplate"	"Pechera del Viajero Claddiense"
"[english]DOTA_Item_Claddish_Voyagers_Chestplate"	"Claddish Voyager's Chestplate"
"DOTA_Item_Claddish_Voyagers_Elegant_Pauldron"	"Cubrehombros Elegante del Viajero Claddiense"
"[english]DOTA_Item_Claddish_Voyagers_Elegant_Pauldron"	"Claddish Voyager's Elegant Pauldron"
"DOTA_Item_Claddish_Voyagers_First_Chance"	"Primera Oportunidad del Viajero Claddiense"
"[english]DOTA_Item_Claddish_Voyagers_First_Chance"	"Claddish Voyager's First Chance"
"DOTA_Item_Claddish_Voyagers_Gloves"	"Guantes del Viajero Claddiense"
"[english]DOTA_Item_Claddish_Voyagers_Gloves"	"Claddish Voyager's Gloves"
"DOTA_Item_Claddish_Voyagers_Helm"	"Yelmo del Viajero Claddiense"
"[english]DOTA_Item_Claddish_Voyagers_Helm"	"Claddish Voyager's Helm"
"DOTA_Item_Claddish_Voyagers_Second_Chance"	"Segunda Oportunidad del Viajero Claddiense"
"[english]DOTA_Item_Claddish_Voyagers_Second_Chance"	"Claddish Voyager's Second Chance"
"DOTA_Item_Claddish_Voyagers_Treads"	"Botas del Viajero Claddiense"
"[english]DOTA_Item_Claddish_Voyagers_Treads"	"Claddish Voyager's Treads"
"DOTA_Item_Claddish_Voyagers_True_North"	"Norte Verdadero del Viajero Claddiense"
"[english]DOTA_Item_Claddish_Voyagers_True_North"	"Claddish Voyager's True North"
"DOTA_Item_Cleft_Hawks_Call"	"Reclamo de Águila de Gruta"
"[english]DOTA_Item_Cleft_Hawks_Call"	"Cleft Hawk's Call"
"DOTA_Item_Cloak_of_the_Boreal_Watch"	"Capa de la Guardia Boreal"
"[english]DOTA_Item_Cloak_of_the_Boreal_Watch"	"Cloak of the Boreal Watch"
"DOTA_Item_Cloak_of_the_Northern_Wind"	"Capa del Viento del Norte"
"[english]DOTA_Item_Cloak_of_the_Northern_Wind"	"Cloak of the Northern Wind"
"DOTA_Item_Compass_Edge_of_the_Voyager"	"Filo de Brújula del Navegante"
"[english]DOTA_Item_Compass_Edge_of_the_Voyager"	"Compass Edge of the Voyager"
"DOTA_Item_Corruptor"	"Corruptora"
"[english]DOTA_Item_Corruptor"	"Corruptor"
"DOTA_Item_Cowl_of_the_Boreal_Watch"	"Capucha de la Guardia Boreal"
"[english]DOTA_Item_Cowl_of_the_Boreal_Watch"	"Cowl of the Boreal Watch"
"DOTA_Item_Cranial_Clap_Trap"	"Cepo Craneal"
"[english]DOTA_Item_Cranial_Clap_Trap"	"Cranial Clap Trap"
"DOTA_Item_Craniomancer"	"Craneomante"
"[english]DOTA_Item_Craniomancer"	"Craniomancer"
"DOTA_Item_Crown_of_Vincere"	"Corona de Vincere"
"[english]DOTA_Item_Crown_of_Vincere"	"Crown of Vincere"
"DOTA_Item_Crystalline_Initio"	"Initio Cristalino"
"[english]DOTA_Item_Crystalline_Initio"	"Crystalline Initio"
"DOTA_Item_Cut_of_the_Atniw"	"Corte de los Atniw"
"[english]DOTA_Item_Cut_of_the_Atniw"	"Cut of the Atniw"
"DOTA_Item_Dagger_of_Anguish"	"Daga de la Angustia"
"[english]DOTA_Item_Dagger_of_Anguish"	"Dagger of Anguish"
"DOTA_Item_Deathripper"	"Deathripper"
"[english]DOTA_Item_Deathripper"	"Deathripper"
"DOTA_Item_Desc_A_Bit_of_Boat"	"Un miembro amotinado de la tripulación de Kunkka casi llegó a la costa en este fatídico bote. Tidehunter lo lleva como recordatorio de ese desgraciado día, sin saber que Kunkka está totalmente de acuerdo con el mensaje que manda a otros posibles desertores."
"[english]DOTA_Item_Desc_A_Bit_of_Boat"	"A mutinous member of Kunkka's crew nearly made it to shore in this fateful craft. Tidehunter wields it as a reminder of that dread day, little knowing that Kunkka heartily approves of the message it sends to would-be deserters."
"DOTA_Item_Desc_Admirals_Prow"	"La Proa del Almirante, un tributo arrebatado de la cabeza de un capitán derrotado tras la primera batalla de las Islas Trémulas, es uno de los trofeos de guerra de los que más se enorgullece Kunkka, y un sombrero digno de un marinero maestro."
"[english]DOTA_Item_Desc_Admirals_Prow"	"Taken as tribute from the head of a defeated captain after the first battle of Trembling isles, the Admiral's Prow is one of Kunkka's proudest war trophies, and a hat worthy of a master sailor. "
"DOTA_Item_Desc_AetherWings"	"Las alas de Puck poseen existencia en un reino algo más alejado del resto de su cuerpo y son sujeto de mudas de piel desincronizadas y fluctuaciones de forma impredecibles."
"[english]DOTA_Item_Desc_AetherWings"	"Puck's wings exist in a realm slightly offset from the rest of it, and are subject to unsynchronized molts and unpredictable fluctuations of form."
"DOTA_Item_Desc_Alphid_of_Lecaciida"	"La colonia de pulgones de Lecaciida vivió y se desarrolló durante siglos, habitando los troncos de Ents y nutriéndose de la savia de esos gigantes eternos. En la colmena había un joven pulgón llamado Álfido que destacaba por su agilidad, velocidad y por su naturaleza curiosa. Una noche, dejó la colonia y partió en busca de su propio destino, convencido de que su velocidad excepcional y su dedicación podrían tener un buen uso en el campo de batalla."
"[english]DOTA_Item_Desc_Alphid_of_Lecaciida"	"The greenfly colony of Lecaciida had lived and thrived for centuries, inhabiting the trunks of Treants and nourishing themselves on the sap of those ageless giants. Among the hive was a young greenfly named Alphid who had distinguished himself through his agility, swiftness, and curious nature. One the night, he left the colony and set out to find his own destiny, convinced that his exceptional speed and dedication could be put to good use on the battlefield."
"DOTA_Item_Desc_Arc_of_the_Northern_Wind"	"Este arco, regalo de un espíritu agradecido, honra la intervención de Lyralei durante el rescate de un bosque condenado al que ella no debía nada."
"[english]DOTA_Item_Desc_Arc_of_the_Northern_Wind"	"The gift of a grateful spirit, this bow honors Lyralei's intervention in the rescue of a doomed forest to which she owed nothing."
"DOTA_Item_Desc_Arctic_Bracers_of_the_North"	"Prepárate para el frío y la nieve con estos hermosos brazaletes árticos."
"[english]DOTA_Item_Desc_Arctic_Bracers_of_the_North"	"Brace yourself for cold and snow in these beautiful arctic bracers."
"DOTA_Item_Desc_Ataxia"	"Con ardientes cascos avanza, una bestia siempre ansiosa de los fuegos del caos."
"[english]DOTA_Item_Desc_Ataxia"	"On burning hooves it strides, a beast ever eager for the fires of chaos."
"DOTA_Item_Desc_Autograph_Rune"	"Una marca sagrada proveniente de manos sagradas. Usa esto para autografiar un objeto."
"[english]DOTA_Item_Desc_Autograph_Rune"	"A sacred mark from hallowed hands. Socket this into an item to autograph it."
"DOTA_Item_Desc_Bardings_of_the_First_Light"	"Tejidas con seda de la mayor calidad y bordadas con el oro más exquisito, estas vestiduras no valen ni un pelo de la grandiosa melena de Gladys."
"[english]DOTA_Item_Desc_Bardings_of_the_First_Light"	"Woven with the finest silk and plaited with the most exquisite gold, these garments are worth not even a single hair from Gladys' great mane."
"DOTA_Item_Desc_Batalha_Gamer"	"Battle Gamer (BG) es un torneo que presenta a 16 de los mejores equipos brasileños para luchar por un premio de 2.800R $."
"[english]DOTA_Item_Desc_Batalha_Gamer"	"The Battle Gamer (BG) is a tournament that features 16 of the best Brazilian teams fighting for a prize of R $ 2,800.00."
"DOTA_Item_Desc_Belt_of_the_Eternal_Light"	"La noción de luz de Spectre no es como la de otros seres. Tampoco su entendimiento de la eternidad."
"[english]DOTA_Item_Desc_Belt_of_the_Eternal_Light"	"Spectre's notion of light is not like that of other beings. Nor is her understanding of eternity."
"DOTA_Item_Desc_Bite_of_the_Slithereen_Knight__OffHand"	"La especialista en mojarse las manos se gana su puesto en la Guardia Slithereen a base de hoja y canción."
"[english]DOTA_Item_Desc_Bite_of_the_Slithereen_Knight__OffHand"	"By blade and song, the wet-work specialist earns her place in the Slithereen Guard."
"DOTA_Item_Desc_Black_Boots_of_the_Voyager"	"Observa la hoja oculta en la bota izquierda, apta para tallar madera, cortar sogas y grabar el nombre de Tidehunter en cubierta. "
"[english]DOTA_Item_Desc_Black_Boots_of_the_Voyager"	"Note the blade stowed away in the left boot, suitable for carving wood, cutting ropes, and whittling Tidehunter's name in the deck. "
