"lang"
{
"Language"	"korean"
"DOTA_Tooltip_ability_tusk_walrus_punch_Note2"	"강화 효과가 지속하는 동안 얼음폭군이 아무도 타격하지 않는다면 보너스 효과는 사라집니다."
"[english]DOTA_Tooltip_ability_tusk_walrus_punch_Note2"	"If Tusk doesn't land an attack during the buff duration, the bonus is lost."
"npc_dota_hero_skywrath_mage_bio"	"으스스한 성의 왕궁의 일원이며 고위 마법사인 드라고누스는 난처한 상황에 처해있다. 그는 가시 왕좌의 주인을 보호하는 사명을 띠고 태어났으나, 지금 가시 왕좌에 앉아 있는 하늘분노 여왕을 마음 깊이 증오하기 때문이다. 귀족 출신인 드라고누스는 하늘분노의 장녀 공주이자 왕위 계승 서열의 일인자였던 셴델자레와 친구이자 동반자적인 사이였다. 그녀를 향한 그의 사랑은 따뜻하고 굳건했으나, 그는 연구에 점점 흥미를 느끼며 하늘분노 마법과 신비술 공부에 빠져들었다.\n드라고누스는 천상의 학문에 사로잡혀 있던 바람에, 셴델자레 공주를 음해하려는 세력이 꾸미는 배신의 징후를 놓쳤고 그들을 저지할 기회를 잃어버렸다. 순식간에 무력 쿠데타가 일어나 왕궁은 아수라장이 되었다. 그제야 드라고누스는 연구를 중단하고 둘도 없는 친구를 잃어버렸다는 사실을 깨달았다. 이제 가시 왕좌는 셴델자레 공주의 무자비한 여동생의 차지였고, 드라고누스는 할 수 있는 일이 없었다. 하늘분노 마법사들이 사용하는 마법은 하늘분노의 후예를 보호하기 위한 것이었기에 가시 왕좌를 거역한다면 그는 힘을 빼앗기고 무력해질 처지였다. 드라고누스는 자리를 지키며, 언젠가는 사랑하는 셴델자레를 원래의 자리로 되돌릴 날만을 꿈꾸고 있다. 드라고누스의 이런 비밀을 알고 있는 자는 단 하나, 스크리아우크 여신뿐이다. 그녀는 자신의 마법을 사용하여, 불구가 된 셴델자레의 물리적 형체를 복수의 에너지만이 가득 찬 영혼으로 바꾸어 놓았다.\n드라고누스는 사랑하는 여왕을 으스스한 성의 권좌로 되돌릴 날을 기다린다. 그러나 그가 더욱 간절히 염원하는 것은 셴델자레의 몸을 온전히 되돌리는 것이다. 그는 고결하고 선량하므로, 궁중에서 그가 맡는 이중적인 역할은 그를 괴롭게 하고 있다. 허나 그를 가장 괴롭게 하는 것은 복수 혼령이 그에 대해 품고 있는 증오에 대해 상상하는 것이다."
"[english]npc_dota_hero_skywrath_mage_bio"	"A highly placed mage in the court of the Ghastly Eyrie, Dragonus lives a troubled existence. Sworn by birth to protect whoever sits within the Nest of Thorns, he hates the current Skywrath queen with all his soul. As a youth, high-born, he was a friend and companion to the eldest Skywrath princess, Shendelzare, first in line for the Nest. He had loved her warmly and unshakably, but as his studies took hold, his mind turned to arcane learning and the mastery of Skywrath sorcery.
		Obsessed with matters aetherial, he missed the mundane signs of courtly treachery that hinted at a plot against Shendelzare, and lost his chance to foil it. When the court was shaken by a swift and violent coup, he emerged from his studies to discover his oldest and dearest friend had been lost to him. The Nest of Thorns now belonged to Shendelzare's ruthless younger sister, and Dragonus could do nothing. The magic of the Skywrath Mage serves only the sworn protector of the Skywrath scion, so to act against the Nest would render him helpless. He clings to his post, believing it to be the best hope of one day restoring his true love to her rightful place. Meanwhile, his secret is known only to the goddess Scree'auk, whose magic it was transformed Shendelzare from a crippled physical creature into an embodiment of pure vengeful energy.
		While he dreams of restoring his beloved queen to the Ghastly Eyrie, he dreams even more desperately of restoring Shendelzare herself to a fully healed physical form. The duplicity of his role at court tortures him, for he is a noble and good-hearted creature; but the worst torture of all is imagining the hatred that Vengeful Spirit must hold in her heart for him."
"DOTA_Lobby_No_Players_Title"	"팀에 플레이어 없음"
"[english]DOTA_Lobby_No_Players_Title"	"NO PLAYERS ON A TEAM"
"DOTA_Lobby_No_Players_Desc"	"래디언트 또는 다이어 팀에 플레이어가 최소 한 명 이상 있어야 합니다."
"[english]DOTA_Lobby_No_Players_Desc"	"You must have at least one player on the Radiant or Dire team."
"DOTA_Tooltip_modifier_razor_unstablecurrent_slow_Description"	"이동 속도 %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, 공격 속도 %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% 감소"
"[english]DOTA_Tooltip_modifier_razor_unstablecurrent_slow_Description"	"Movement speed affected by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
"DOTA_Tooltip_ability_item_abyssal_blade_Note0"	"기절 사거리는 근접으로 취급됩니다."
"[english]DOTA_Tooltip_ability_item_abyssal_blade_Note0"	"The stun is melee range."
"DOTA_Tooltip_ability_item_abyssal_blade_Note1"	"다른 강타 효과와 중첩되지 않습니다."
"[english]DOTA_Tooltip_ability_item_abyssal_blade_Note1"	"Doesn't stack with other bashes."
"DOTA_Tooltip_ability_item_armlet_Note0"	"힘 능력치가 바뀌면 최대 체력 및 현재 체력이 바뀝니다. 그러나 이 체력 변화로 인해 영웅이 죽지는 않습니다."
"[english]DOTA_Tooltip_ability_item_armlet_Note0"	"The strength change will affect both maximum and current HP, but you cannot die from the change."
"DOTA_Tooltip_ability_item_basher_Note0"	"다른 강타 효과와 중첩되지 않습니다."
"[english]DOTA_Tooltip_ability_item_basher_Note0"	"Doesn't stack with other sources of bash."
"DOTA_Tooltip_ability_item_bfury_Note0"	"가르기 피해량은 방어력이 아닌 방어 유형에 따라 감소합니다."
"[english]DOTA_Tooltip_ability_item_bfury_Note0"	"Cleave damage is reduced by armor type but not by armor value."
"DOTA_Tooltip_ability_item_bfury_Note1"	"가르기는 주문 면역을 무시하고 피해를 줍니다."
"[english]DOTA_Tooltip_ability_item_bfury_Note1"	"Cleave damage goes through spell immunity."
"DOTA_Tooltip_ability_item_black_king_bar_Note0"	"이 아이템은 되팔 수 없습니다."
"[english]DOTA_Tooltip_ability_item_black_king_bar_Note0"	"Cannot be sold."
"DOTA_Tooltip_ability_item_black_king_bar_Note1"	"칠흑왕의 지팡이 사용 시 일부 이로운 효과가 제거될 수 있습니다."
"[english]DOTA_Tooltip_ability_item_black_king_bar_Note1"	"Using Black King Bar may remove some positive buffs."
"DOTA_Tooltip_ability_item_blade_mail_Note0"	"반사 피해는 피해 감소 후 계산됩니다."
"[english]DOTA_Tooltip_ability_item_blade_mail_Note0"	"Damage Return is calculated after reductions."
"DOTA_Tooltip_ability_item_blade_mail_Note1"	"상대가 착용한 칼날 갑옷의 반사 피해는 반사하지 않습니다."
"[english]DOTA_Tooltip_ability_item_blade_mail_Note1"	"Damage Return doesn't reflect damage from other Blademails."
"DOTA_Tooltip_ability_item_blink_Note0"	"빠른 시전 시 아군 우물 쪽으로 점멸합니다."
"[english]DOTA_Tooltip_ability_item_blink_Note0"	"Quick-casting will cause you to teleport towards your fountain."
"DOTA_Tooltip_ability_item_bloodstone_Note0"	"처음 구매한 혈석만 충전됩니다."
"[english]DOTA_Tooltip_ability_item_bloodstone_Note0"	"Only the first Bloodstone will gain charges."
"DOTA_Tooltip_ability_item_bottle_Note0"	"물병은 공유할 수 있습니다."
"[english]DOTA_Tooltip_ability_item_bottle_Note0"	"Bottle is shareable."
"DOTA_Tooltip_ability_item_butterfly_Note0"	"다른 회피 효과와 중첩되지 않습니다."
"[english]DOTA_Tooltip_ability_item_butterfly_Note0"	"Doesn't stack with other sources of Evasion."
"DOTA_Tooltip_ability_item_cheese_Note0"	"치즈는 공유할 수 있습니다."
"[english]DOTA_Tooltip_ability_item_cheese_Note0"	"Cheese is shareable."
"DOTA_Tooltip_ability_item_cloak_Note0"	"영웅 능력에 부여된 주문 저항 효과에 배가하여 중첩됩니다."
"[english]DOTA_Tooltip_ability_item_cloak_Note0"	"Stacks multiplicatively with non-item sources of spell resistance."
"DOTA_Tooltip_ability_item_cyclone_Note0"	"아군을 공중으로 띄울 수 없습니다."
"[english]DOTA_Tooltip_ability_item_cyclone_Note0"	"You cannot cyclone allies."
"DOTA_Tooltip_ability_item_desolator_Note0"	"방어력 감소 효과는 건물에도 적용됩니다."
"[english]DOTA_Tooltip_ability_item_desolator_Note0"	"Armor reduction works on buildings."
"DOTA_Tooltip_ability_item_diffusal_blade_Note0"	"소환된 유닛을 즉시 소멸시킵니다."
"[english]DOTA_Tooltip_ability_item_diffusal_blade_Note0"	"Instantly kills summoned units."
"DOTA_Tooltip_ability_item_diffusal_blade_Note1"	"둔화 효과는 4초 동안 지속됩니다."
"[english]DOTA_Tooltip_ability_item_diffusal_blade_Note1"	"Slow lasts 4 seconds."
"DOTA_Tooltip_ability_item_diffusal_blade_2_Note0"	"소환된 유닛을 즉시 소멸시킵니다."
"[english]DOTA_Tooltip_ability_item_diffusal_blade_2_Note0"	"Instantly kills summoned units."
"DOTA_Tooltip_ability_item_diffusal_blade_2_Note1"	"둔화 효과는 4초 동안 지속됩니다."
"[english]DOTA_Tooltip_ability_item_diffusal_blade_2_Note1"	"Slow lasts 4 seconds."
"DOTA_Tooltip_ability_item_dust_Note0"	"범위 내 적 유닛의 투명화를 방지하는 약화 효과를 겁니다."
"[english]DOTA_Tooltip_ability_item_dust_Note0"	"Places a buff on enemy units in the area that prevents them from becoming invisible."
"DOTA_Tooltip_ability_item_ethereal_blade_Note0"	"유령의 홀과 쿨다운을 공유합니다."
"[english]DOTA_Tooltip_ability_item_ethereal_blade_Note0"	"Shares cooldown with Ghost Scepter."
"DOTA_Tooltip_ability_item_ethereal_blade_Note1"	"에테르 유닛은 40%의 추가 마법 피해를 받습니다."
"[english]DOTA_Tooltip_ability_item_ethereal_blade_Note1"	"Ethereal units take 40% bonus magic damage."
"DOTA_Tooltip_ability_item_force_staff_Note0"	"간편 시전 시 염동력 효과가 자신에게 적용됩니다."
"[english]DOTA_Tooltip_ability_item_force_staff_Note0"	"Quick-cast will cause you to use Force on yourself."
"DOTA_Tooltip_ability_item_force_staff_Note1"	"염동력 지팡이는 대상의 행동을 방해하지 않습니다."
"[english]DOTA_Tooltip_ability_item_force_staff_Note1"	"Force Staff doesn't interrupt the target's actions."
"DOTA_Tooltip_ability_item_force_staff_Note2"	"시간의 구슬이나 블랙홀에 갇힌 유닛, 결투 상태인 유닛에게는 효과가 없습니다."
"[english]DOTA_Tooltip_ability_item_force_staff_Note2"	"Will not work on a unit inside Chronosphere, Duel, or Black Hole."
"DOTA_Tooltip_ability_item_gem_Note0"	"짐꾼이 소지하는 동안은 진실의 시야 효과가 발생하지 않습니다."
"[english]DOTA_Tooltip_ability_item_gem_Note0"	"Disabled while on a courier."
"DOTA_Tooltip_ability_item_gem_Note1"	"1100반경 내에 있는 투명 유닛을 밝힙니다."
"[english]DOTA_Tooltip_ability_item_gem_Note1"	"Gives vision in a 1100 radius."
"DOTA_Tooltip_ability_item_ghost_Note0"	"주문 면역 상태로 들어가면 효과가 사라지며, 이미 마법 면역 상태이면 효과가 없습니다."
"[english]DOTA_Tooltip_ability_item_ghost_Note0"	"Ends if you become Spell Immune, and will have no effect if you are already Spell Immune."
"DOTA_Tooltip_ability_item_ghost_Note1"	"혼령의 검과 쿨다운을 공유합니다."
"[english]DOTA_Tooltip_ability_item_ghost_Note1"	"Shares cooldown with Ethereal Blade."
"DOTA_Tooltip_ability_item_hand_of_midas_Note0"	"제공되는 골드는 안전 골드입니다. 크립을 처치했을 때 받는 일반 현상금은 받을 수 없습니다."
"[english]DOTA_Tooltip_ability_item_hand_of_midas_Note0"	"The gold given is reliable gold (you do not get the normal creep bounty)."
"DOTA_Tooltip_ability_item_helm_of_the_dominator_Note0"	"한 번에 한 마리의 유닛만 통제할 수 있습니다. 새로운 유닛을 지배하면 기존 지배하던 유닛은 죽습니다."
"[english]DOTA_Tooltip_ability_item_helm_of_the_dominator_Note0"	"Cannot dominate more than one unit at a time.  If a new unit is dominated, the old one will die."
"DOTA_Tooltip_ability_item_hood_of_defiance_Note0"	"영웅 능력에 부여된 주문 저항 효과에 배가하여 중첩됩니다."
"[english]DOTA_Tooltip_ability_item_hood_of_defiance_Note0"	"Stacks multiplicatively with non-item sources of spell resistance."
"DOTA_Tooltip_ability_item_invis_sword_Note0"	"투명화되기까지 0.3초가 걸립니다."
"[english]DOTA_Tooltip_ability_item_invis_sword_Note0"	"Has a 0.3 second fade time."
"DOTA_Tooltip_ability_item_invis_sword_Note1"	"공격하지 않은 채 투명 상태가 풀리면 보너스 피해는 소멸합니다."
"[english]DOTA_Tooltip_ability_item_invis_sword_Note1"	"If the invisibility ends without attacking, the bonus damage is lost."
"DOTA_Tooltip_ability_item_magic_stick_Note0"	"1200범위 내 시야에 들어온 적이 시전한 마법으로만 충전됩니다."
"[english]DOTA_Tooltip_ability_item_magic_stick_Note0"	"Gains charges for spells cast by visible enemies in 1200 range."
"DOTA_Tooltip_ability_item_magic_stick_Note1"	"일부 능력 및 아이템 사용은 충전 효과를 발동시키지 않습니다."
"[english]DOTA_Tooltip_ability_item_magic_stick_Note1"	"Certain abilities and item abilities will not add charges."
"DOTA_Tooltip_ability_item_magic_wand_Note0"	"1200범위 내 시야에 들어온 적이 시전한 마법으로만 충전됩니다."
"[english]DOTA_Tooltip_ability_item_magic_wand_Note0"	"Gains charges for spells cast by visible enemies in 1200 range."
"DOTA_Tooltip_ability_item_magic_wand_Note1"	"일부 능력 및 아이템 사용은 충전 효과를 발동시키지 않습니다."
"[english]DOTA_Tooltip_ability_item_magic_wand_Note1"	"Certain abilities and item abilities will not add charges."
"DOTA_Tooltip_ability_item_manta_Note0"	"0.1초의 시전 시간 동안 무적이 됩니다."
"[english]DOTA_Tooltip_ability_item_manta_Note0"	"Has a 0.1 second cast time upon which you are invulnerable."
"DOTA_Tooltip_ability_item_manta_Note1"	"만타 도끼 사용 시 대부분 효과가 제거됩니다."
"[english]DOTA_Tooltip_ability_item_manta_Note1"	"Many effects are removed upon using Manta."
"DOTA_Tooltip_ability_item_mekansm_Note0"	"최근 25초 내에 메칸즘으로 회복을 받은 유닛은 회복 효과의 대상에서 제외됩니다."
"[english]DOTA_Tooltip_ability_item_mekansm_Note0"	"Restore does not affect units that have been affected by Restore in the last 25 seconds."
"DOTA_Tooltip_ability_item_mjollnir_Note0"	"정전기는 초당 최대 1번씩만 발동합니다."
"[english]DOTA_Tooltip_ability_item_mjollnir_Note0"	"Static Charge cannot trigger more than once per second."
"DOTA_Tooltip_ability_item_mjollnir_Note1"	"정전기 충격을 받은 유닛의 900범위 내에 있는 대상에게 마법 피해가 전달됩니다."
"[english]DOTA_Tooltip_ability_item_mjollnir_Note1"	"Static Charge's shock deals magical damage centered on Hero with the Static Charge. Static Charge's targets cannot be more than 900 range away."
