"lang"
{
"Language"	"czech"
"DOTA_Tooltip_ability_wisp_tether_notes"	"Poznámky:\n\nPokud se pokusíš spojit s jednotkou, která je ve vzdálenosti větší než 700 jednotek, Io se s ní propojí a přitáhne se blíže k ní (na vzdálenost 300 jednotek).\n\nPřipojená jednotka bude těžit ze schopností Overcharge, Relocate a z regenerace zdraví/many.\n\nMá k sobě přidruženou schopnost, která ti umožní vazbu přerušit.\n\nBěhem trvání spojení může být připojená jednotka pouze jednou omráčena."
"[english]DOTA_Tooltip_ability_wisp_tether_notes"	"Notes:\n\nIf you try to tether a unit that is 700 units or further away from Io, he will latch on and pull himself closer to the tethered unit (to a distance of 300).\n\nThe tethered unit will benefit from Overcharge, Relocate, and from Io regenerating HP/mana.\n\nHas a subability that lets you break the tether.\n\nA unit may only be stunned once per cast of tether."
"DOTA_Tooltip_ability_wisp_spirits_notes"	"Poznámky:\n\nSpolečně s touto schopností získáš i další 2, které ti umožní ovládat, v jaké vzdálenosti od Ia budou duše obletovat.\n\nDuše jsou vyvolány v průběhu čtyř sekund.\n\nDuše dokončí jeden oběh každé cca 2,3 sekundy nezávisle na vzdálenosti od Ia. (Jejich úhlová rychlost je konstatní, což znamená, že letí tím rychleji, čím dále jsou od Ia.)"
"[english]DOTA_Tooltip_ability_wisp_spirits_notes"	"Notes:\n\nYou gain 2 subabilities to control how far away from Io the spirits orbit.\n\nSpirits are summoned over the course of four seconds.\n\nThe spirits complete a revolution every ~2.3 seconds regardless of distance from Io. (Their angular velocity is constant, meaning that spirits move more quickly when further from Io.)"
"DOTA_Tooltip_ability_wisp_overcharge_notes"	"Poznámka:\n\nZtráta zdraví/many je ve skutečnosti 0,5% každých 0,2 sekund, což je ve výsledku ztráta přibližně 2,475% za sekundu."
"[english]DOTA_Tooltip_ability_wisp_overcharge_notes"	"Notes:\n\nThe health/mana loss is actually 0.5% in every 0.2 seconds, resulting in ~2.475% loss per second."
"DOTA_Tooltip_ability_wisp_relocate_notes"	"Poznámky:\n\nKouzlo je zpožděné a předtím, než je provedena teleportace, vidí nepřítel na minimapě vizuální ukazatel na místě, kde se nachází cílová lokace.\n\nPokud je Io přerušen během doby zpoždění kouzla, je schopnost Relocate zrušena.\n\nPokud je k Iovi připojen spojenecký hrdina pomocí schopnosti Tether, je s ním teleportován. Vazbu s ním však lze kdykoliv přerušit, a tím pádem zabránit jeho teleportaci s Iem.\n\nRelocate nepřeruší vyvolávání schopností.\n\nMůžeš se teleportovat a v cílové lokaci se připojit ke spřátelenému hrdinovi, čímž ho po skončení kouzla teleportuješ s sebou zpět."
"[english]DOTA_Tooltip_ability_wisp_relocate_notes"	"Notes:\n\nThere is a casting delay and the enemy has a visual indicator on the minimap at the target location before the teleport occurs.\n\nIf Io is interrupted during the this casting delay, Relocate will be cancelled.\n\nIf an allied hero is Tethered, that hero will teleported along with you. You can break the tether at any time to prevent that hero from teleporting with you.\n\nRelocate does not interrupt chanelling abilities.\n\nYou may Relocate and then follow up with a Tether to an allied hero to bring back with you at the end of the duration."
"DOTA_Tooltip_modifier_undying_tombstone_zombie_deathstrike_slow_counter"	"Deathstrike"
"[english]DOTA_Tooltip_modifier_undying_tombstone_zombie_deathstrike_slow_counter"	"Deathstrike"
"DOTA_Tooltip_modifier_undying_tombstone_zombie_deathstrike_slow_counter_Description"	"Jednotka je Zombiemi zpomalena o %dMODIFIER_PROPERTY_TOOLTIP%%%."
"[english]DOTA_Tooltip_modifier_undying_tombstone_zombie_deathstrike_slow_counter_Description"	"Being slowed %dMODIFIER_PROPERTY_TOOLTIP%%% by Zombies."
"DOTA_Tooltip_modifier_undying_tombstone_zombie_deathlust"	"Deathlust"
"[english]DOTA_Tooltip_modifier_undying_tombstone_zombie_deathlust"	"Deathlust"
"DOTA_Tooltip_modifier_undying_tombstone_zombie_deathlust_Description"	"Přidává %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% k rychlosti pohybu a útoku."
"[english]DOTA_Tooltip_modifier_undying_tombstone_zombie_deathlust_Description"	"Granting %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% faster movement and attack speed."
"UI_AspectRatio"	"POMĚR STRAN"
"[english]UI_AspectRatio"	"ASPECT RATIO"
"UI_Resolution"	"ROZLIŠENÍ"
"[english]UI_Resolution"	"RESOLUTION"
"UI_DisplayMode"	"REŽIM ZOBRAZENÍ"
"[english]UI_DisplayMode"	"DISPLAY MODE"
"UI_Brightness_Note"	"Dostupné pouze v režimu celé obrazovky"
"[english]UI_Brightness_Note"	"Only available in fullscreen"
"UI_CAMERA_RESPAWN"	"POSUNOUT KAMERU NA MÍSTO OŽIVENÍ"
"[english]UI_CAMERA_RESPAWN"	"MOVE CAMERA ON RESPAWN"
"DOTA_Inspect_Battle_Points_Rate"	"Rychlost získávání Bitevních bodů: %s1"
"[english]DOTA_Inspect_Battle_Points_Rate"	"Battle Points Rate: %s1"
"dota_hud_error_no_traps_in_range"	"Žádné pasti v dosahu"
"[english]dota_hud_error_no_traps_in_range"	"No traps in range"
"dota_gameend_xp_awarded"	"+%s1 bodů"
"[english]dota_gameend_xp_awarded"	"+%s1 Points"
"dota_gameend_xp_awarded_bonus"	"+%s1 bodů +%s2 bonus"
"[english]dota_gameend_xp_awarded_bonus"	"+%s1 Points +%s2 Bonus"
"DOTA_Unpausing"	"Odpauzování hry"
"[english]DOTA_Unpausing"	"Game is unpausing"
"DOTA_RP_CASTING"	"Sleduje hru"
"[english]DOTA_RP_CASTING"	"Casting A Game"
"DOTA_Workshop_File_Geometry"	"Geometrie (soubory .smd, .dmx, .fbx)"
"[english]DOTA_Workshop_File_Geometry"	"Geometry (.smd, .dmx, .fbx files)"
"DOTA_Workshop_File_Texture"	"Textura (soubor .tga)"
"[english]DOTA_Workshop_File_Texture"	"Texture (.tga files)"
"DOTA_Workshop_HeroSelect"	"Vybrat hrdinu"
"[english]DOTA_Workshop_HeroSelect"	"Select Hero"
"DOTA_Workshop_SlotSelect"	"Vyber slot"
"[english]DOTA_Workshop_SlotSelect"	"Select slot"
"DOTA_Workshop_SubmissionTypeTitle"	"Co publikuješ?"
"[english]DOTA_Workshop_SubmissionTypeTitle"	"What are you publishing?"
"DOTA_Workshop_SubmissionType_Wearable"	"NOSITELNÝ PŘEDMĚT"
"[english]DOTA_Workshop_SubmissionType_Wearable"	"WEARABLE ITEM"
"DOTA_Workshop_SubmissionType_Wearable_Desc"	"Geometrie modelu se připevňuje k základně modelu specifického hrdiny."
"[english]DOTA_Workshop_SubmissionType_Wearable_Desc"	"Model geometry that attaches to a specific hero's base model."
"DOTA_Workshop_SubmissionType_Courier"	"KURÝR"
"[english]DOTA_Workshop_SubmissionType_Courier"	"COURIER"
"DOTA_Workshop_SubmissionType_Courier_Desc"	"Dva modely s animacemi potřebnými pro fungování jako pozemní a létající kurýr."
"[english]DOTA_Workshop_SubmissionType_Courier_Desc"	"Two models with the animations required to operate in-game as a team's ground & flying courier."
"DOTA_Workshop_SubmissionType_Other"	"JINÉ"
"[english]DOTA_Workshop_SubmissionType_Other"	"OTHER"
"DOTA_Workshop_SubmissionType_Other_Desc"	"Výtvor, který se nehodí do žádné jiné kategorie."
"[english]DOTA_Workshop_SubmissionType_Other_Desc"	"A submission that doesn't fit in any of the other submission types."
"DOTA_ItemTest_Required"	"Požadováno"
"[english]DOTA_ItemTest_Required"	"Required"
"DOTA_ItemTest_Required_Texture"	"Požadováno (velikost textur bude změněna na: %s1)"
"[english]DOTA_ItemTest_Required_Texture"	"Required (Textures will be resized to: %s1)"
"DOTA_ItemTest_Required_Geometry"	"Požadováno (maximální počet polygonů: %s1)"
"[english]DOTA_ItemTest_Required_Geometry"	"Required (Max Polygon count: %s1)"
"DOTA_ItemTest_NotRequired_Geometry"	"(maximální počet polygonů: %s1)"
"[english]DOTA_ItemTest_NotRequired_Geometry"	"(Max Polygon count: %s1)"
"DOTA_ItemTest_NotRequired_Texture"	"(velikost textur bude změněna na: %s1)"
"[english]DOTA_ItemTest_NotRequired_Texture"	"(Textures will be resized to: %s1)"
"DOTA_ItemTest_ItemName"	"NÁZEV SOUBORU:"
"[english]DOTA_ItemTest_ItemName"	"OUTPUT FILENAME:"
"DOTA_ItemTest_ItemName_Desc"	"Toto je výstupní jméno souboru tvého předmětu. Hráči ho nevidí a musí být kratší, než 50 znaků."
"[english]DOTA_ItemTest_ItemName_Desc"	"This is the output filename for your item. It isn't seen by players, and must be less than 50 characters long."
"DOTA_ItemTest_LOD0Title"	"VOLITELNÁ GEOMETRIE PRO PORTRÉT"
"[english]DOTA_ItemTest_LOD0Title"	"OPTIONAL PORTRAIT GEOMETRY"
"DOTA_ItemTest_LOD0Desc"	"Toto je .DMX, .SMD, nebo .FBX soubor, který obsahuje naskinovanou geometrii ve vyšším rozlišení. Ta bude použita pouze na portrétu hrdiny. Pokud není tvůj předmět viditelný v portrétu hrdiny, nech tuto možnost prázdnou a my použijeme herní geometrii."
"[english]DOTA_ItemTest_LOD0Desc"	"This is the .DMX, .SMD, or .FBX file that contains the higher resolution skinned geometry for your item. It will be used only in portrait views. If your item isn't highly visible in the hero's portrait, leave this blank and we'll use the in-game geometry instead."
"DOTA_ItemTest_LOD1Title"	"HERNÍ GEOMETRIE"
"[english]DOTA_ItemTest_LOD1Title"	"IN-GAME GEOMETRY"
"DOTA_ItemTest_LOD1Desc"	"Toto je .DMX, .SMD, nebo .FBX soubor, který obsahuje naskinovanou geometrii předmětu. Ta bude použita ve hře."
"[english]DOTA_ItemTest_LOD1Desc"	"This is the .DMX, .SMD, or .FBX file that contains the skinned geometry for your item. It will be used in-game."
"DOTA_ItemTest_Texture_Title"	"SOUBORY S TEXTURAMI"
"[english]DOTA_ItemTest_Texture_Title"	"TEXTURE FILES"
"DOTA_ItemTest_Texture_Desc"	"Toto je skupina čtyř .TGA souborů, které zkombinováním vytvoří texturu drátěného modelu. Stačí, když vybereš kterýkoliv z .TGA souborů _color, _normal, _mask1, nebo _mask2, a my už si ve stejné složce najdeme ty ostatní."
"[english]DOTA_ItemTest_Texture_Desc"	"This is the set of four .TGA files that combine to texture this geometry file. Browse and select any one of the _color, _normal, _mask1, or _mask2 .TGA files, and we'll look for the rest in the same directory."
"DOTA_ItemTest_Texturing"	"Pomoc s texturováním"
"[english]DOTA_ItemTest_Texturing"	"Texturing Help"
"DOTA_ItemTest_Modelling"	"Pomoc s modelováním"
"[english]DOTA_ItemTest_Modelling"	"Modelling Help"
"DOTA_ItemTest_ImportError"	"Chyba souboru s texturou!"
"[english]DOTA_ItemTest_ImportError"	"Texture File Error!"
"DOTA_ItemTest_Error_TextureNameA"	"Nelze rozeznat jméno vybraného .TGA souboru. Textury musí mít jednu z těchto přípon: _color, _normal, _mask1, _mask2"
"[english]DOTA_ItemTest_Error_TextureNameA"	"Cannot recognise the chosen .TGA file name. Textures must end with one of the following suffixes: _color, _normal, _mask1, _mask2"
"DOTA_ItemTest_Error_TextureNameB"	"Nelze nalézt odpovídající .TGA soubor pro následující příponu:\n %s1"
"[english]DOTA_ItemTest_Error_TextureNameB"	"Cannot find a matching .TGA file with the following suffix:\n %s1"
"DOTA_ItemTest_Import"	"Importovat"
"[english]DOTA_ItemTest_Import"	"Import"
"DOTA_InternationalTicketButton1"	"Zažádat o e-mail"
"[english]DOTA_InternationalTicketButton1"	"Request Email"
"DOTA_InternationalTicketButton2"	"Hotovo"
"[english]DOTA_InternationalTicketButton2"	"Done"
"DOTA_LeagueNoOwnership"	"Žádný přístup k turnaji"
"[english]DOTA_LeagueNoOwnership"	"No Tournament Access"
"DOTA_LeagueNoOwnership_Desc"	"K tomuto turnaji nemáš přístup. Chceš si zakoupit vstupenku?"
"[english]DOTA_LeagueNoOwnership_Desc"	"You don't have access to this Tournament. Would you like to purchase a ticket?"
"DOTA_NoHero"	"Není k dispozici"
"[english]DOTA_NoHero"	"N/A"
"LoadoutSlot_None"	"Není k dispozici"
"[english]LoadoutSlot_None"	"N/A"
"LoadoutSlot_Misc"	"Postranní"
"[english]LoadoutSlot_Misc"	"Misc"
"Attrib_Particle31"	"Triumph of Champions"
"[english]Attrib_Particle31"	"Triumph of Champions"
"Attrib_Particle32"	"Sunfire"
"[english]Attrib_Particle32"	"Sunfire"
"KillEaterEventType_Bounty_TrackedKills"	"Zabití pomocí Track"
"[english]KillEaterEventType_Bounty_TrackedKills"	"Tracked Kills"
"KillEaterEventType_Bounty_TrackedInvisKills"	"Zabití pomocí Track v neviditelnosti"
"[english]KillEaterEventType_Bounty_TrackedInvisKills"	"Tracked Invisible Kills"
"KillEaterEventType_Bounty_InvisJinadaHits"	"Jinada Striků použitých při neviditelnosti"
"[english]KillEaterEventType_Bounty_InvisJinadaHits"	"Invisible Jinada Strikes"
"KillEaterEventType_Bounty_TrackGold"	"Bonusové zlato získané pomocí Track"
"[english]KillEaterEventType_Bounty_TrackGold"	"Tracked Bonus Gold"
"KillEaterEventType_Tide_GoodRavages"	"Čtyřnásobných Ravagí"
"[english]KillEaterEventType_Tide_GoodRavages"	"Quad Ravages"
"KillEaterEventType_Windrunner_DoubleShackles"	"Dvojitých Shackleshotů"
"[english]KillEaterEventType_Windrunner_DoubleShackles"	"Double Shackles"
"KillEaterEventType_Windrunner_GoodPowershots"	"Powershotů, jež zasáhly více hrdinů"
"[english]KillEaterEventType_Windrunner_GoodPowershots"	"Multi-Hero Powershots"
"KillEaterEventType_Invoker_SunstrikeKills"	"Zabití pomocí Sunstrike"
"[english]KillEaterEventType_Invoker_SunstrikeKills"	"Sunstrike Kills"
"KillEaterEventType_Axe_CullingBladeKills"	"Culling Blade fatalit"
"[english]KillEaterEventType_Axe_CullingBladeKills"	"Culling Blade Fatalities"
"KillEaterEventType_Axe_BerserkerCallAverage"	"Průměrný počet hrdinů zasažených za Berserk's Call"
"[english]KillEaterEventType_Axe_BerserkerCallAverage"	"Average Heroes Caught Per Call"
"KillEaterEventType_Couriers_Purchased"	"Zakoupených kurýrů"
"[english]KillEaterEventType_Couriers_Purchased"	"Couriers Purchased"
"KillEaterEventType_Wards_Purchased"	"Zakoupených Ward"
"[english]KillEaterEventType_Wards_Purchased"	"Wards Purchased"
"KillEaterEventType_Tide_EnemiesGushed"	"Nepřátel zasažených Gushem"
"[english]KillEaterEventType_Tide_EnemiesGushed"	"Enemies Gushed"
"BountyHunterRank0"	"Scrounger's"
"[english]BountyHunterRank0"	"Scrounger's"
"BountyHunterRank1"	"Scavenger's"
"[english]BountyHunterRank1"	"Scavenger's"
"BountyHunterRank2"	"Shadower's"
"[english]BountyHunterRank2"	"Shadower's"
"BountyHunterRank3"	"Trapper's"
"[english]BountyHunterRank3"	"Trapper's"
"BountyHunterRank4"	"Hawker's"
"[english]BountyHunterRank4"	"Hawker's"
"BountyHunterRank5"	"Ferreter's"
"[english]BountyHunterRank5"	"Ferreter's"
"BountyHunterRank6"	"Tracker's"
"[english]BountyHunterRank6"	"Tracker's"
"BountyHunterRank7"	"Stalker's"
"[english]BountyHunterRank7"	"Stalker's"
"BountyHunterRank8"	"Hunter's"
"[english]BountyHunterRank8"	"Hunter's"
"BountyHunterRank9"	"Hitman's"
"[english]BountyHunterRank9"	"Hitman's"
"BountyHunterRank10"	"Marauder's"
"[english]BountyHunterRank10"	"Marauder's"
"BountyHunterRank11"	"Liquidator's"
"[english]BountyHunterRank11"	"Liquidator's"
"BountyHunterRank12"	"Mercenary's"
"[english]BountyHunterRank12"	"Mercenary's"
"BountyHunterRank13"	"Cutthroat's"
"[english]BountyHunterRank13"	"Cutthroat's"
"BountyHunterRank14"	"Murderer's"
"[english]BountyHunterRank14"	"Murderer's"
"BountyHunterRank15"	"Exterminator's"
"[english]BountyHunterRank15"	"Exterminator's"
"GoldRank0"	"Destitute"
"[english]GoldRank0"	"Destitute"
"GoldRank1"	"Deprived"
"[english]GoldRank1"	"Deprived"
"GoldRank2"	"Meager"
"[english]GoldRank2"	"Meager"
"GoldRank3"	"Lacking"
"[english]GoldRank3"	"Lacking"
"GoldRank4"	"Poor"
"[english]GoldRank4"	"Poor"
"GoldRank5"	"Favored"
"[english]GoldRank5"	"Favored"
"GoldRank6"	"Flourishing"
"[english]GoldRank6"	"Flourishing"
"GoldRank7"	"Thriving"
"[english]GoldRank7"	"Thriving"
"GoldRank8"	"Prosperous"
"[english]GoldRank8"	"Prosperous"
"GoldRank9"	"Booming"
"[english]GoldRank9"	"Booming"
"GoldRank10"	"Bounteous"
"[english]GoldRank10"	"Bounteous"
"GoldRank11"	"Lucrative"
"[english]GoldRank11"	"Lucrative"
"GoldRank12"	"Abundant"
"[english]GoldRank12"	"Abundant"
"GoldRank13"	"Flush"
"[english]GoldRank13"	"Flush"
"GoldRank14"	"Gilded"
"[english]GoldRank14"	"Gilded"
"GoldRank15"	"Bountiful"
"[english]GoldRank15"	"Bountiful"
"GoldRank16"	"Affluent"
"[english]GoldRank16"	"Affluent"
"GoldRank17"	"Wealthy"
"[english]GoldRank17"	"Wealthy"
"GoldRank18"	"Opulent"
"[english]GoldRank18"	"Opulent"
"GoldRank19"	"Palatial"
"[english]GoldRank19"	"Palatial"
"GoldRank20"	"Triumphant"
"[english]GoldRank20"	"Triumphant"
"ThiefRank0"	"Pilfering"
