"lang"
{
"Language"	"turkish"
"DOTA_Tooltip_modifier_item_invisibility_edge_windwalk_Description"	"Rüzgar gibi görünmez. Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% arttırıldı ve birimlerin içinden geçebilir. Görünmezliğini saldırarak bozmak fazladan 150 hasar verir."
"[english]DOTA_Tooltip_modifier_item_invisibility_edge_windwalk_Description"	"Invisible as the wind. Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and you can move through units. Attacking to break invisibility will deal 150 bonus damage on attack"
"DOTA_Tooltip_modifier_item_mask_of_madness_berserk"	"Berserk"
"[english]DOTA_Tooltip_modifier_item_mask_of_madness_berserk"	"Berserk"
"DOTA_Tooltip_modifier_item_mask_of_madness_berserk_Description"	"Saldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% ve hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% arttırıldı fakat %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%% fazla hasar alınıyor."
"[english]DOTA_Tooltip_modifier_item_mask_of_madness_berserk_Description"	"Attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% and movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% but taking %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%% increased damage"
"DOTA_Tooltip_modifier_item_mekansm_aura"	"Mekansm Aura"
"[english]DOTA_Tooltip_modifier_item_mekansm_aura"	"Mekansm Aura"
"DOTA_Tooltip_modifier_item_mekansm_aura_Description"	"Saniyede %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% sağlık yenileniyor"
"[english]DOTA_Tooltip_modifier_item_mekansm_aura_Description"	"Regenerating %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% HP per second"
"DOTA_Tooltip_modifier_item_mekansm_spell"	"Mekansm Yenilemesi"
"[english]DOTA_Tooltip_modifier_item_mekansm_spell"	"Mekansm Restore"
"DOTA_Tooltip_modifier_item_mekansm_spell_Description"	"Zırh %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE_ACTIVE% arttırıldı"
"[english]DOTA_Tooltip_modifier_item_mekansm_spell_Description"	"Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE_ACTIVE%"
"DOTA_Tooltip_modifier_item_mjollnir_static"	"Mjollnir Static Charge"
"[english]DOTA_Tooltip_modifier_item_mjollnir_static"	"Mjollnir Static Charge"
"DOTA_Tooltip_modifier_item_mjollnir_static_Description"	"Saldırıldığında, 20%% ihtimal ile saldıran kişi ve yakındaki diğer 2 düşmana yıldırım çarpar."
"[english]DOTA_Tooltip_modifier_item_mjollnir_static_Description"	"When attacked, there is a 20%% chance that lightning will strike attacker and 2 other nearby enemies"
"DOTA_Tooltip_modifier_necronomicon_archer_aura"	"Archer Aura"
"[english]DOTA_Tooltip_modifier_necronomicon_archer_aura"	"Archer Aura"
"DOTA_Tooltip_modifier_necronomicon_archer_aura_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% arttırıldı.\nSaldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY% arttırıldı."
"[english]DOTA_Tooltip_modifier_necronomicon_archer_aura_Description"	"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.\nAttack Speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%."
"DOTA_Tooltip_modifier_item_orb_of_venom_slow"	"Orb of Venom"
"[english]DOTA_Tooltip_modifier_item_orb_of_venom_slow"	"Orb of Venom"
"DOTA_Tooltip_modifier_item_orb_of_venom_slow_Description"	"Zehir hasarı alıyor ve %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% daha yavaş hareket ediyor."
"[english]DOTA_Tooltip_modifier_item_orb_of_venom_slow_Description"	"Taking poison damage and moving %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% more slowly."
"DOTA_Tooltip_modifier_orchid_malevolence_debuff"	"Soul Burn"
"[english]DOTA_Tooltip_modifier_orchid_malevolence_debuff"	"Soul Burn"
"DOTA_Tooltip_modifier_orchid_malevolence_debuff_Description"	"Susturuldu ve hasarın fazladan 30%%'unu sürenin sonunda büyü hasarı olarak alacak"
"[english]DOTA_Tooltip_modifier_orchid_malevolence_debuff_Description"	"Silenced and taking 30%% increased damage, dealt at the end of the duration of the buff as magic damage"
"DOTA_Tooltip_modifier_item_pipe_barrier"	"Bariyer"
"[english]DOTA_Tooltip_modifier_item_pipe_barrier"	"Barrier"
"DOTA_Tooltip_modifier_item_pipe_barrier_Description"	"Gelen büyü hasarını %dMODIFIER_PROPERTY_INCOMING_SPELL_DAMAGE_CONSTANT% oranında engelleyen büyülü kalkan"
"[english]DOTA_Tooltip_modifier_item_pipe_barrier_Description"	"Magic shield that blocks %dMODIFIER_PROPERTY_INCOMING_SPELL_DAMAGE_CONSTANT% incoming spell damage"
"DOTA_Tooltip_modifier_item_radiance_debuff"	"Yanma Hasarı"
"[english]DOTA_Tooltip_modifier_item_radiance_debuff"	"Burn Damage"
"DOTA_Tooltip_modifier_item_radiance_debuff_Description"	"Radiance'tan saniyede 45 hasar alıyor"
"[english]DOTA_Tooltip_modifier_item_radiance_debuff_Description"	"Taking 45 damage per second from Radiance"
"DOTA_Tooltip_modifier_item_ring_of_basilius_aura_bonus"	"Ring of Basilius Aurası"
"[english]DOTA_Tooltip_modifier_item_ring_of_basilius_aura_bonus"	"Ring of Basilius Aura"
"DOTA_Tooltip_modifier_item_ring_of_basilius_aura_bonus_Description"	"Mana yenilenmesi %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT_UNIQUE% ve zırh %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE% arttırıldı."
"[english]DOTA_Tooltip_modifier_item_ring_of_basilius_aura_bonus_Description"	"Mana regeneration increased by %fMODIFIER_PROPERTY_MANA_REGEN_CONSTANT_UNIQUE% and armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE%"
"DOTA_Tooltip_modifier_sange_buff"	"Lesser Maim"
"[english]DOTA_Tooltip_modifier_sange_buff"	"Lesser Maim"
"DOTA_Tooltip_modifier_sange_buff_Description"	"Sange yüzünden sakatlandı, hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% ve saldırı hızı%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%% yavaşlatıldı."
"[english]DOTA_Tooltip_modifier_sange_buff_Description"	"Maimed by Sange, movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%%"
"DOTA_Tooltip_modifier_sange_and_yasha_buff"	"Greater Maim"
"[english]DOTA_Tooltip_modifier_sange_and_yasha_buff"	"Greater Maim"
"DOTA_Tooltip_modifier_sange_and_yasha_buff_Description"	"Sange and Yasha yüzünden sakatlandı, hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, saldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%% azaltıldı."
"[english]DOTA_Tooltip_modifier_sange_and_yasha_buff_Description"	"Maimed by Sange and Yasha, movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%%"
"DOTA_Tooltip_modifier_item_satanic_unholy"	"Şeytani Öfke"
"[english]DOTA_Tooltip_modifier_item_satanic_unholy"	"Unholy Rage"
"DOTA_Tooltip_modifier_item_satanic_unholy_Description"	"Can Çalma 175%% arttırıldı"
"[english]DOTA_Tooltip_modifier_item_satanic_unholy_Description"	"Lifesteal increased by 175%%"
"DOTA_Tooltip_modifier_cyclone"	"Cyclone"
"[english]DOTA_Tooltip_modifier_cyclone"	"Cyclone"
"DOTA_Tooltip_modifier_cyclone_Description"	"Hortuma kapılmış haldesin, hasar alamaz ve hareket edemezsin."
"[english]DOTA_Tooltip_modifier_cyclone_Description"	"Swept up in a cyclone, you are invulnerable and unable to act."
"DOTA_Tooltip_modifier_sheepstick_debuff"	"Domuza Dönüştürüldü"
"[english]DOTA_Tooltip_modifier_sheepstick_debuff"	"Pigged"
"DOTA_Tooltip_modifier_sheepstick_debuff_Description"	"Domuza dönüştürüldün. Saldıramaz veya büyü yapamazsın."
"[english]DOTA_Tooltip_modifier_sheepstick_debuff_Description"	"You are a pig. Cannot attack or cast spells."
"DOTA_Tooltip_modifier_item_shivas_guard_aura"	"Dondurucu Aura"
"[english]DOTA_Tooltip_modifier_item_shivas_guard_aura"	"Freezing Aura"
"DOTA_Tooltip_modifier_item_shivas_guard_aura_Description"	"Saldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY% azaltıldı."
"[english]DOTA_Tooltip_modifier_item_shivas_guard_aura_Description"	"Attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%"
"DOTA_Tooltip_modifier_item_shivas_guard_blast"	"Arctic Blast"
"[english]DOTA_Tooltip_modifier_item_shivas_guard_blast"	"Arctic Blast"
"DOTA_Tooltip_modifier_item_shivas_guard_blast_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% yavaşlatıldı."
"[english]DOTA_Tooltip_modifier_item_shivas_guard_blast_Description"	"Movement speed slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
"DOTA_Tooltip_modifier_item_skadi_slow"	"Eye of Skadi Soğuk Saldırı"
"[english]DOTA_Tooltip_modifier_item_skadi_slow"	"Eye of Skadi Cold Attack"
"DOTA_Tooltip_modifier_item_skadi_slow_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, saldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%% azaltıldı."
"[english]DOTA_Tooltip_modifier_item_skadi_slow_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%%%"
"DOTA_Tooltip_modifier_item_soul_ring_buff"	"Feda Etme"
"[english]DOTA_Tooltip_modifier_item_soul_ring_buff"	"Sacrifice"
"DOTA_Tooltip_modifier_item_soul_ring_buff_Description"	"Belirli bir sağlık karşılığında mana arttırıldı. Fazladan mana, 10 saniye sonra Sacrifice'ın süresi bittiğinde kaybolacak."
"[english]DOTA_Tooltip_modifier_item_soul_ring_buff_Description"	"Mana increased at the cost of health. Extra mana will be lost at the end of Sacrifice's duration of 10 seconds."
"DOTA_Tooltip_modifier_item_urn_heal"	"Ruhun Salıverilmesi"
"[english]DOTA_Tooltip_modifier_item_urn_heal"	"Soul Release"
"DOTA_Tooltip_modifier_item_urn_heal_Description"	"Saniyede %0fMODIFIER_PROPERTY_TOOLTIP% sağlık yenileniyor"
"[english]DOTA_Tooltip_modifier_item_urn_heal_Description"	"Regenerating %0fMODIFIER_PROPERTY_TOOLTIP% HP per second"
"DOTA_Tooltip_modifier_item_urn_damage"	"Ruhun Salıverilmesi"
"[english]DOTA_Tooltip_modifier_item_urn_damage"	"Soul Release"
"DOTA_Tooltip_modifier_item_urn_damage_Description"	"Saniyede 25 büyü hasarı alıyor"
"[english]DOTA_Tooltip_modifier_item_urn_damage_Description"	"Taking 25 magic damage per second"
"DOTA_Tooltip_modifier_item_vladmir_main"	"Vladmir's Aura"
"[english]DOTA_Tooltip_modifier_item_vladmir_main"	"Vladmir's Aura"
"DOTA_Tooltip_modifier_item_vladmir_main_Description"	"Vladmir's Aura'nın etkisinde"
"[english]DOTA_Tooltip_modifier_item_vladmir_main_Description"	"Under the effects of Vladmir's Aura"
"DOTA_Tooltip_modifier_item_ancient_janggo_aura"	"Sürat Aurası"
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_aura"	"Swiftness Aura"
"DOTA_Tooltip_modifier_item_ancient_janggo_aura_effect"	"Sürat Aurası"
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_aura_effect"	"Swiftness Aura"
"DOTA_Tooltip_modifier_item_ancient_janggo_aura_effect_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% arttırıldı.\nSaldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY% arttırıldı."
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_aura_effect_Description"	"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%\nAttack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%"
"DOTA_Tooltip_modifier_item_ancient_janggo_active"	"Dayanıklılık"
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_active"	"Endurance"
"DOTA_Tooltip_modifier_item_ancient_janggo_active_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% arttırıldı.\nSaldırı hızı %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% arttırıldı."
"[english]DOTA_Tooltip_modifier_item_ancient_janggo_active_Description"	"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%\nAttack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction"	"Medallion of Courage"
"[english]DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction"	"Medallion of Courage"
"DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction_Description"	"Zırhı %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% azaltır."
"[english]DOTA_Tooltip_modifier_item_medallion_of_courage_armor_reduction_Description"	"Reduces Armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"DOTA_Tooltip_modifier_smoke_of_deceit"	"Smoke of Deceit"
"[english]DOTA_Tooltip_modifier_smoke_of_deceit"	"Smoke of Deceit"
"DOTA_Tooltip_modifier_smoke_of_deceit_Description"	"Görünmez, 15%% daha hızlı hareket ediyor ve düşman mini haritasında görünmüyor."
"[english]DOTA_Tooltip_modifier_smoke_of_deceit_Description"	"Invisible, moving 15%% faster, and hidden from the minimap."
"DOTA_Tooltip_modifier_item_veil_of_discord_debuff"	"Büyü Zayıflığı"
"[english]DOTA_Tooltip_modifier_item_veil_of_discord_debuff"	"Magic Weakness"
"DOTA_Tooltip_modifier_item_veil_of_discord_debuff_Description"	"Büyü hasarı %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% arttırıldı."
"[english]DOTA_Tooltip_modifier_item_veil_of_discord_debuff_Description"	"Magic damage increased by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."
"DOTA_Tooltip_modifier_black_king_bar_immune"	"Black King Bar"
"[english]DOTA_Tooltip_modifier_black_king_bar_immune"	"Black King Bar"
"DOTA_Tooltip_modifier_black_king_bar_immune_Description"	"Büyüye karşı bağışıklı"
"[english]DOTA_Tooltip_modifier_black_king_bar_immune_Description"	"Immune to magic"
"DOTA_Tooltip_modifier_desolator_buff"	"Desolator"
"[english]DOTA_Tooltip_modifier_desolator_buff"	"Desolator"
"DOTA_Tooltip_modifier_desolator_buff_Description"	"Desolator saldırıları zırhını %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% azalttı."
"[english]DOTA_Tooltip_modifier_desolator_buff_Description"	"Desolator attacks reduced your armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
"DOTA_Tooltip_modifier_roshan_spell_block"	"Büyü Engeli"
"[english]DOTA_Tooltip_modifier_roshan_spell_block"	"Spell Block"
"DOTA_Tooltip_modifier_roshan_bash"	"Darbe"
"[english]DOTA_Tooltip_modifier_roshan_bash"	"Bash"
"DOTA_Tooltip_modifier_roshan_slam"	"Yere Vurma"
"[english]DOTA_Tooltip_modifier_roshan_slam"	"Slam"
"DOTA_Tooltip_modifier_roshan_devotion"	"Sadakat"
"[english]DOTA_Tooltip_modifier_roshan_devotion"	"Devotion"
"DOTA_Tooltip_modifier_magic_immune"	"Büyü Bağışıklığı"
"[english]DOTA_Tooltip_modifier_magic_immune"	"Magic Immune"
"DOTA_Tooltip_modifier_phased"	"Fazlandı"
"[english]DOTA_Tooltip_modifier_phased"	"Phased"
"DOTA_Tooltip_modifier_truesight"	"True Sight"
"[english]DOTA_Tooltip_modifier_truesight"	"True Sight"
"DOTA_Tooltip_modifier_stunned"	"Sersemletildi"
"[english]DOTA_Tooltip_modifier_stunned"	"Stunned"
"DOTA_Tooltip_modifier_invisible"	"Görünmez"
"[english]DOTA_Tooltip_modifier_invisible"	"Invisible"
"DOTA_Tooltip_modifier_silence"	"Susturuldu"
"[english]DOTA_Tooltip_modifier_silence"	"Silenced"
"DOTA_Tooltip_modifier_invulnerable"	"HASAR VERİLEMEZ"
"[english]DOTA_Tooltip_modifier_invulnerable"	"Invulnerable"
"DOTA_Tooltip_modifier_disarmed"	"Etkisizleştirildi"
"[english]DOTA_Tooltip_modifier_disarmed"	"Disarmed"
"DOTA_Tooltip_modifier_attack_immune"	"Saldırıya Karşı Bağışıklı"
"[english]DOTA_Tooltip_modifier_attack_immune"	"Immune to Attack"
"DOTA_Tooltip_modifier_rooted"	"Yere Bağlandı"
"[english]DOTA_Tooltip_modifier_rooted"	"Rooted"
"DOTA_Tooltip_modifier_illusion"	"İllüzyon"
"[english]DOTA_Tooltip_modifier_illusion"	"Illusion"
"DOTA_Tooltip_rune_doubledamage"	"Çifte Hasar"
"[english]DOTA_Tooltip_rune_doubledamage"	"Double Damage"
"DOTA_Tooltip_rune_doubledamage_description"	"Ana hasarı %100 arttırır"
"[english]DOTA_Tooltip_rune_doubledamage_description"	"Increases base damage by 100%"
"DOTA_Tooltip_rune_haste"	"Sürat"
"[english]DOTA_Tooltip_rune_haste"	"Haste"
"DOTA_Tooltip_rune_haste_description"	"Hareket hızını maksimum seviyeye çıkartır"
"[english]DOTA_Tooltip_rune_haste_description"	"Increases movement speed to maximum"
"DOTA_Tooltip_rune_illusion"	"İllüzyon"
"[english]DOTA_Tooltip_rune_illusion"	"Illusion"
"DOTA_Tooltip_rune_illusion_description"	"Kahramanının 2 adet illüzyonunu yaratır"
"[english]DOTA_Tooltip_rune_illusion_description"	"Creates 2 illusions of your hero"
"DOTA_Tooltip_rune_invisibility"	"Görünmezlik"
"[english]DOTA_Tooltip_rune_invisibility"	"Invisibility"
"DOTA_Tooltip_rune_invisibility_description"	"45 saniyeliğine görünmez yapar. Görünmezlik, saldırınca veya yetenek ya da eşya kullandığında kaybolur."
"[english]DOTA_Tooltip_rune_invisibility_description"	"Become invisible for 45 seconds.  This invisibility is broken by attacking or by using an ability or item."
"DOTA_Tooltip_rune_regeneration"	"Yenilenme"
"[english]DOTA_Tooltip_rune_regeneration"	"Regeneration"
"DOTA_Tooltip_rune_regeneration_description"	"Sağlık ve manayı tamamen doldurur."
"[english]DOTA_Tooltip_rune_regeneration_description"	"Regenerates health and mana to maximum."
"DOTA_Tooltip_rune_unknown"	"Bilinmeyen"
"[english]DOTA_Tooltip_rune_unknown"	"Unknown"
"DOTA_Tooltip_rune_unknown_description"	"Bilinmeyen Rün"
"[english]DOTA_Tooltip_rune_unknown_description"	"Unknown Rune"
"DOTA_Tooltip_modifier_rune_doubledamage"	"Çifte Hasar"
"[english]DOTA_Tooltip_modifier_rune_doubledamage"	"Double Damage"
"DOTA_Tooltip_modifier_rune_doubledamage_Description"	"Temel hasar %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%% arttırıldı."
"[english]DOTA_Tooltip_modifier_rune_doubledamage_Description"	"Base damage increased by %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%"
"DOTA_Tooltip_modifier_rune_regen"	"Yenilenme Rünü"
"[english]DOTA_Tooltip_modifier_rune_regen"	"Rune Regeneration"
"DOTA_Tooltip_modifier_rune_regen_Description"	"Saniyede %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% sağlık ve %dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% mana yeniler"
"[english]DOTA_Tooltip_modifier_rune_regen_Description"	"Regenerating %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% HP and %dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT% mana per second"
"DOTA_Tooltip_modifier_rune_haste"	"Sürat Rünü"
"[english]DOTA_Tooltip_modifier_rune_haste"	"Rune Haste"
"DOTA_Tooltip_modifier_rune_haste_Description"	"Hareket hızı maksimuma ulaşır"
"[english]DOTA_Tooltip_modifier_rune_haste_Description"	"Movement speed increased to maximum"
"DOTA_Tooltip_modifier_rune_invis"	"Görünmezlik"
"[english]DOTA_Tooltip_modifier_rune_invis"	"Invisible"
"DOTA_Tooltip_modifier_rune_invis_Description"	"Saldırmak görünmezliği ortadan kaldırır"
"[english]DOTA_Tooltip_modifier_rune_invis_Description"	"Attacking removes invisibility"
"DOTA_Tooltip_modifier_fountain_aura"	"Kaynak Aurası"
"[english]DOTA_Tooltip_modifier_fountain_aura"	"Fountain Aura"
"DOTA_Tooltip_modifier_clarity_potion"	"Clarity"
"[english]DOTA_Tooltip_modifier_clarity_potion"	"Clarity"
"DOTA_Tooltip_modifier_clarity_potion_Description"	"Saniyede 3.3 mana yeniler"
"[english]DOTA_Tooltip_modifier_clarity_potion_Description"	"Restoring 3.3 mana per second"
"DOTA_Tooltip_modifier_flask_healing"	"Healing Salve"
"[english]DOTA_Tooltip_modifier_flask_healing"	"Healing Salve"
"DOTA_Tooltip_modifier_flask_healing_Description"	"Saniyede 40.0 sağlık yeniler"
"[english]DOTA_Tooltip_modifier_flask_healing_Description"	"Restoring 40.0 HP per second"
"DOTA_Tooltip_modifier_tango_heal"	"Tango"
"[english]DOTA_Tooltip_modifier_tango_heal"	"Tango"
"DOTA_Tooltip_modifier_tango_heal_Description"	"Saniyede 7.3 sağlık yeniler"
"[english]DOTA_Tooltip_modifier_tango_heal_Description"	"Restoring 7.3 HP per second"
"DOTA_Tooltip_modifier_item_dustofappearance"	"Dust of Appearance"
"[english]DOTA_Tooltip_modifier_item_dustofappearance"	"Dust of Appearance"
"DOTA_Tooltip_modifier_item_dustofappearance_Description"	"Görünmezken düşmanlar tarafından görülebilir. Görünmez iken %15 yavaşlar."
"[english]DOTA_Tooltip_modifier_item_dustofappearance_Description"	"Can be seen by enemies when invisible. Slowed by 15% when invisibile."
"DOTA_Tooltip_modifier_tower_truesight_aura"	"Gerçek Görüş"
"[english]DOTA_Tooltip_modifier_tower_truesight_aura"	"True Sight"
